Created,23,13,2,P/S/09/18/13/00023,2018-09-06 13:59,900,,,,2018-09-10 14:00:26,5,Suranji Shashika
Created,24,8,2,P/S/09/18/8/00022,2018-09-06 14:01,2125,,,,2018-09-10 14:01:13,5,Suranji Shashika
Created,25,30,2,P/S/09/18/30/00001,2018-09-06 14:01,1860,,,,2018-09-10 14:01:42,5,Suranji Shashika
Created,26,13,2,P/S/09/18/13/00024,2018-08-29 14:08,560,,,,2018-09-10 14:08:34,5,Suranji Shashika
Created,27,26,2,P/S/09/18/26/00001,2018-08-30 14:09,300,,,,2018-09-10 14:09:44,5,Suranji Shashika
Created,28,24,2,P/S/09/18/24/00001,2018-08-30 14:10,300,,,,2018-09-10 14:10:53,5,Suranji Shashika
Created,29,7,1,P/S/09/18/7/00020,2018-09-06 14:11,21000,098490,,,2018-09-10 14:11:58,5,Suranji Shashika
Created,30,2,2,P/S/09/18/2/00016,2018-08-09 12:39,4920,,,,2018-09-13 12:40:00,5,Suranji Shashika
Created,31,8,1,P/S/09/18/8/00025,2018-09-13 12:46,1880,098503,,,2018-09-13 12:47:04,5,Suranji Shashika
Created,32,7,1,P/S/09/18/7/00030,2018-09-13 12:48,12000,098503,,,2018-09-13 12:48:52,5,Suranji Shashika
Created,33,25,2,P/S/09/18/25/00001,2018-08-30 13:00,120,,,,2018-09-13 13:01:03,5,Suranji Shashika
Created,34,18,2,P/S/09/18/18/00001,2018-09-13 13:02,2525,,,,2018-09-13 13:02:48,5,Suranji Shashika
Created,35,19,2,P/S/09/18/19/00001,2018-09-13 13:24,300,,,,2018-09-13 13:24:31,5,Suranji Shashika
Created,36,16,2,P/S/09/18/16/00001,2018-09-13 13:24,100,,,,2018-09-13 13:25:03,5,Suranji Shashika
Created,37,15,2,P/S/09/18/15/00001,2018-09-13 13:25,110,,,,2018-09-13 13:25:23,5,Suranji Shashika
Created,38,17,2,P/S/09/18/17/00001,2018-09-13 14:17,790,,,,2018-09-13 14:17:13,5,Suranji Shashika
Created,39,1,2,P/S/09/18/1/00002,2018-09-19 11:41,1805,,,,2018-09-25 11:41:10,5,Suranji Shashika
Created,40,2,2,P/S/10/18/2/00031,2018-10-06 12:56,750,,,p/cash,2018-10-06 12:56:33,5,Suranji Shashika
Created,41,13,2,P/S/10/18/13/00027,2018-10-06 12:58,350,,,P/ Cash,2018-10-06 12:58:20,5,Suranji Shashika
Created,42,43,2,P/S/10/18/43/00001,2018-10-06 12:58,3090,,,P/ Cash,2018-10-06 12:59:07,5,Suranji Shashika
Created,43,8,2,P/S/10/18/8/00032,2018-10-06 12:59,550,,,,2018-10-06 12:59:44,5,Suranji Shashika
Created,44,42,2,P/S/10/18/42/00001,2018-10-06 13:01,3600,,,,2018-10-06 13:01:55,5,Suranji Shashika
Created,45,1,2,P/S/10/18/1/00040,2018-10-06 13:02,185,,,,2018-10-06 13:02:34,5,Suranji Shashika
Created,46,8,2,P/S/10/18/8/00044,2018-10-06 13:03,1750,,,,2018-10-06 13:03:13,5,Suranji Shashika
Created,47,40,2,P/S/10/18/40/00001,2018-10-06 13:03,1620,,,,2018-10-06 13:04:03,5,Suranji Shashika
Created,48,41,2,P/S/10/18/41/00001,2018-10-06 13:04,60,,,,2018-10-06 13:05:05,5,Suranji Shashika
Created,49,13,2,P/S/10/18/13/00042,2018-10-06 13:06,2275,,,,2018-10-06 13:06:14,5,Suranji Shashika
Created,50,3,2,P/S/10/18/3/00017,2018-10-06 13:09,400,,,,2018-10-06 13:09:29,5,Suranji Shashika
Created,51,39,2,P/S/10/18/39/00001,2018-10-06 13:11,8873,,,,2018-10-06 13:11:26,5,Suranji Shashika
Created,52,48,2,P/S/10/18/48/00001,2018-10-12 17:39,2000.00,,,,2018-10-12 17:51:49,5,Suranji Shashika
Created,53,47,2,P/S/10/18/47/00001,2018-10-13 09:01,8876.75,,,,2018-10-13 09:13:35,5,Suranji Shashika
Updated,53,47,2,P/S/10/18/47/00001,2018-10-13 09:01,8876.75,,,,2018-10-13 09:13:49,5,Suranji Shashika
Created,54,46,2,P/S/10/18/46/00001,2018-10-13 09:02,110.00,,,,2018-10-13 09:14:45,5,Suranji Shashika
Created,55,45,2,P/S/10/18/45/00001,2018-10-13 09:03,200.00,,,,2018-10-13 09:16:21,5,Suranji Shashika
Created,56,35,1,P/S/10/18/35/00001,2018-10-13 09:16,32140.20,103756,,,2018-10-13 09:29:04,5,Suranji Shashika
Created,57,31,1,P/S/10/18/31/00001,2018-09-17 09:22,131550,103765,,,2018-10-13 09:34:48,5,Suranji Shashika
Created,58,29,1,P/S/10/18/29/00001,2018-08-30 09:24,33999,098481,,,2018-10-13 09:38:48,5,Suranji Shashika
Created,59,13,2,P/S/10/18/13/00050,2018-10-13 09:54,3460,,,,2018-10-13 10:06:40,5,Suranji Shashika
Created,60,44,2,P/S/10/18/44/00001,2018-10-09 09:57,1500,,,,2018-10-13 10:10:20,5,Suranji Shashika
Created,61,3,2,P/S/10/18/3/00051,2018-10-09 10:00,2600,,,,2018-10-13 10:12:34,5,Suranji Shashika
Created,62,13,2,P/S/10/18/13/00060,2018-10-05 10:08,351.50,,,,2018-10-13 10:21:27,5,Suranji Shashika
Created,63,8,2,P/S/10/18/8/00047,2018-10-13 10:11,550,,,,2018-10-13 10:24:21,5,Suranji Shashika
Created,64,7,1,P/S/10/18/7/00033,2018-10-13 10:21,41000,103818,,8000 from petty cash,2018-10-13 10:34:48,5,Suranji Shashika
Updated,64,7,1,P/S/10/18/7/00033,2018-10-13 10:21,41000.00,103818 103811,,,2018-10-13 10:36:11,5,Suranji Shashika
Created,65,9,1,P/S/10/18/9/00003,2018-10-01 10:46,1700,103802,,,2018-10-13 10:59:10,5,Suranji Shashika
Created,66,7,1,P/S/10/18/7/00065,2018-10-01 10:48,8150,103802,,,2018-10-13 11:01:19,5,Suranji Shashika
Created,67,39,1,P/S/10/18/39/00052,2018-10-13 10:50,12815,103799,,,2018-10-13 11:03:23,5,Suranji Shashika
Updated,67,39,1,P/S/10/18/39/00052,2018-10-13 10:50,12815.00,103799,,,2018-10-13 11:06:13,5,Suranji Shashika
Updated,67,39,1,P/S/10/18/39/00052,2018-10-13 10:50,12810.00,103799,,,2018-10-13 11:06:52,5,Suranji Shashika
Created,68,13,2,P/S/10/18/13/00063,2018-09-20 10:56,261,,,,2018-10-13 11:09:18,5,Suranji Shashika
Created,69,30,2,P/S/10/18/30/00026,2018-09-20 10:58,1080,,,,2018-10-13 11:11:12,5,Suranji Shashika
Deleted,63,,,,,,,,,2018-10-13 11:12:41,5,Suranji Shashika
Deleted,63,,,,,,,,,2018-10-13 11:12:49,5,Suranji Shashika
Created,70,8,2,P/S/10/18/8/00047,2018-09-20 11:01,3900,,,,2018-10-13 11:14:10,5,Suranji Shashika
Updated,70,8,2,P/S/10/18/8/00047,2018-09-20 11:01,3900.00,,,,2018-10-13 11:15:19,5,Suranji Shashika
Created,71,3,2,P/S/10/18/3/00062,2018-09-22 11:04,4700,,,,2018-10-13 11:17:37,5,Suranji Shashika
Updated,71,3,2,P/S/10/18/3/00062,2018-09-22 11:04,4700.00,,,,2018-10-13 11:18:17,5,Suranji Shashika
Created,72,8,1,P/S/10/18/8/00071,2018-10-13 11:07,63750,103786 103785,,,2018-10-13 11:20:38,5,Suranji Shashika
Created,73,28,1,P/S/10/18/28/00001,2018-09-27 11:15,7220,103785,,,2018-10-13 11:28:03,5,Suranji Shashika
Created,74,28,1,P/S/10/18/28/00074,2018-09-17 11:19,11450,103761,,,2018-10-13 11:31:54,5,Suranji Shashika
Updated,74,28,1,P/S/10/18/28/00074,2018-09-17 11:19,11450.00,103761,,,2018-10-13 11:32:37,5,Suranji Shashika
Created,75,28,1,P/S/10/18/28/00075,2018-09-04 11:20,3300,098489,,,2018-10-13 11:41:31,5,Suranji Shashika
Created,76,7,1,P/S/10/18/7/00067,2018-09-14 11:30,94000,103755,,,2018-10-13 11:43:30,5,Suranji Shashika
Created,77,32,1,P/S/10/18/32/00001,2018-10-13 11:32,2900,103754,,,2018-10-13 11:44:56,5,Suranji Shashika
Created,78,3,1,P/S/10/18/3/00072,2018-09-13 11:33,9600,103754,,,2018-10-13 11:46:16,5,Suranji Shashika
Created,79,2,1,P/S/10/18/2/00041,2018-09-13 11:35,3900,103754,,,2018-10-13 11:48:02,5,Suranji Shashika
Created,80,1,1,P/S/10/18/1/00046,2018-09-13 11:37,1260,103752,,,2018-10-13 11:50:18,5,Suranji Shashika
Created,81,13,1,P/S/10/18/13/00069,2018-09-13 11:39,3600,103752,,,2018-10-13 11:52:04,5,Suranji Shashika
Created,82,4,1,P/S/10/18/4/00011,2018-09-13 11:42,5520,103752,,,2018-10-13 11:55:20,5,Suranji Shashika
Created,83,8,1,P/S/10/18/8/00073,2018-10-13 11:44,36530,103752,,,2018-10-13 11:58:08,5,Suranji Shashika
Created,84,27,3,P/S/10/18/27/00001,2018-10-13 11:52,1637005.00,,Peoples Bank,,2018-10-13 12:05:13,5,Suranji Shashika
Created,85,33,4,P/S/10/18/33/00001,2018-10-13 11:54,15840.00,,,Don't want to pay since return goods,2018-10-13 12:08:13,5,Suranji Shashika
Created,86,4,1,P/S/10/18/4/00083,2018-09-07 11:58,1380,098503,,,2018-10-13 12:11:26,5,Suranji Shashika
Created,87,1,1,P/S/10/18/1/00081,2018-08-31 12:20,5722,098484,,,2018-10-13 12:33:56,5,Suranji Shashika
Created,88,10,1,P/S/10/18/10/00001,2018-08-29 12:25,17500,098470,,,2018-10-13 12:38:41,5,Suranji Shashika
Created,89,12,1,P/S/10/18/12/00001,2018-08-29 12:28,232286.64,098469,,,2018-10-13 12:41:16,5,Suranji Shashika
Created,90,7,1,P/S/10/18/7/00077,2018-08-29 12:31,13600,098468,,,2018-10-13 12:43:48,5,Suranji Shashika
Created,91,31,1,P/S/10/18/31/00058,2018-08-10 12:33,132350,098440,,,2018-10-13 12:46:32,5,Suranji Shashika
Updated,91,31,1,,2018-08-10 12:36,132450,098440,,,2018-10-13 12:48:49,5,Suranji Shashika
Updated,91,31,1,,2018-08-10 12:36,132450,098440,,,2018-10-13 12:49:39,5,Suranji Shashika
Created,92,8,1,P/S/10/18/8/00084,2018-08-29 12:39,15020,098468,,,2018-10-13 12:52:30,5,Suranji Shashika
Created,93,8,1,P/S/10/18/8/00093,2018-08-23 12:42,19675,098459,,,2018-10-13 12:55:38,5,Suranji Shashika
Deleted,93,,,,,,,,,2018-10-13 12:57:05,5,Suranji Shashika
Created,94,8,1,P/S/10/18/8/00093,2018-08-23 12:45,7600,098457,,,2018-10-13 12:58:17,5,Suranji Shashika
Deleted,94,,,,,,,,,2018-10-13 12:58:33,5,Suranji Shashika
Created,95,7,1,P/S/10/18/7/00091,2018-10-13 13:20,8150,103868,,,2018-10-13 13:33:59,5,Suranji Shashika
Created,96,22,1,P/S/10/18/22/00001,2018-10-13 13:22,7015,103823,,,2018-10-13 13:35:02,5,Suranji Shashika
Created,97,22,1,P/S/10/18/22/00097,2018-10-13 13:23,5865,098550,,,2018-10-13 13:35:59,5,Suranji Shashika
Created,98,14,1,P/S/10/18/14/00001,2018-10-13 13:24,5250,098483,,,2018-10-13 13:36:50,5,Suranji Shashika
Created,99,36,2,P/S/10/18/36/00001,2018-10-17 11:44,62.50,,,,2018-10-17 11:45:04,5,Suranji Shashika
Created,100,37,2,P/S/10/18/37/00001,2018-10-17 11:47,130,,,,2018-10-17 11:47:42,5,Suranji Shashika
Created,101,38,2,P/S/10/18/38/00001,2018-10-17 11:48,115,,,,2018-10-17 11:48:17,5,Suranji Shashika
Created,102,39,1,P/S/10/18/39/00068,2018-10-15 10:36,31500,103881,,,2018-10-18 10:50:04,5,Suranji Shashika
Created,103,2,1,P/S/10/18/2/00080,2018-10-17 10:39,3250,103874,,,2018-10-18 10:51:59,5,Suranji Shashika
Created,104,34,2,P/S/10/18/34/00001,2018-10-18 10:40,140,,,,2018-10-18 10:53:01,5,Suranji Shashika
Created,105,49,2,P/S/10/18/49/00001,2018-10-16 10:44,805,,,,2018-10-18 10:56:37,5,Suranji Shashika
Created,106,21,2,P/S/10/18/21/00001,2018-08-27 10:47,295,,,,2018-10-18 10:59:58,5,Suranji Shashika
Created,107,20,2,P/S/10/18/20/00001,2018-08-24 10:48,375,,,,2018-10-18 11:00:42,5,Suranji Shashika
Created,108,9,1,P/S/10/18/9/00066,2018-10-17 10:49,52000,103875,,,2018-10-18 11:02:19,5,Suranji Shashika
Created,109,9,2,P/S/10/18/9/00109,2018-10-17 10:50,3200,,,,2018-10-18 11:03:14,5,Suranji Shashika
Created,110,8,1,P/S/10/18/8/00093,2018-10-17 10:51,41564,103876,,,2018-10-18 11:04:41,5,Suranji Shashika
Created,111,7,2,P/S/10/18/7/00096,2018-10-15 13:02,2200,,,,2018-10-20 13:02:22,5,Suranji Shashika
Created,112,13,2,P/S/10/18/13/00082,2018-10-16 13:03,1635,,,,2018-10-20 13:03:25,5,Suranji Shashika
Created,113,3,1,P/S/10/18/3/00079,2018-10-20 13:09,1050,103874,,,2018-10-20 13:09:55,5,Suranji Shashika
Created,114,4,1,P/S/10/18/4/00087,2018-10-20 13:10,4140,103874,,,2018-10-20 13:10:32,5,Suranji Shashika
Created,115,50,1,P/S/10/18/50/00001,2018-10-23 16:08,2800,103905,,,2018-10-23 16:09:12,5,Suranji Shashika
Created,116,7,1,P/S/10/18/7/00112,2018-10-23 16:11,40800,103891,,,2018-10-23 16:11:22,5,Suranji Shashika
Created,117,29,1,P/S/10/18/29/00059,2018-10-23 16:12,23500,103888,,,2018-10-23 16:12:20,5,Suranji Shashika
Created,118,8,2,P/S/10/18/8/00111,2018-10-23 16:16,3200,,,,2018-10-23 16:16:12,5,Suranji Shashika
Created,119,39,2,P/S/10/18/39/00103,2018-10-23 16:29,3260,,,,2018-10-23 16:30:52,5,Suranji Shashika
Created,120,13,2,P/S/10/18/13/00113,2018-10-23 16:53,1638.63,,,,2018-10-23 16:53:32,5,Suranji Shashika
Created,121,8,1,P/S/10/18/8/00119,2018-10-27 09:30,55429,103915,,,2018-10-27 09:30:51,5,Suranji Shashika
Created,122,8,1,P/S/10/18/8/00122,2018-10-27 09:33,34500,103914,,,2018-10-27 09:35:20,5,Suranji Shashika
Created,123,8,1,P/S/10/18/8/00123,2018-10-27 09:35,30750,103916,,,2018-10-27 09:35:56,5,Suranji Shashika
Created,124,49,1,P/S/10/18/49/00106,2018-10-27 09:39,7285,103886,,,2018-10-27 09:39:40,5,Suranji Shashika
Created,125,7,1,P/S/10/18/7/00117,2018-10-27 09:42,12200,103899,,,2018-10-27 09:42:50,5,Suranji Shashika
Created,126,1,1,P/S/10/18/1/00088,2018-10-29 14:55,10467,103887,,,2018-10-29 14:55:53,5,Suranji Shashika
Created,127,1,2,P/S/10/18/1/00127,2018-10-29 14:56,940,,,,2018-10-29 14:56:32,5,Suranji Shashika
Created,128,13,2,P/S/10/18/13/00121,2018-10-29 15:32,230,,,,2018-10-29 15:32:53,5,Suranji Shashika
Created,129,51,1,P/S/10/18/51/00001,2018-10-29 15:34,4100,103917,,,2018-10-29 15:34:49,5,Suranji Shashika
Created,130,52,1,P/S/10/18/52/00001,2018-10-29 15:36,780,103917,,,2018-10-29 15:37:13,5,Suranji Shashika
Created,131,39,1,P/S/10/18/39/00120,2018-10-30 11:04,90830,103928,,,2018-10-31 11:17:51,5,Suranji Shashika
Created,132,39,1,P/S/10/18/39/00132,2018-10-30 11:05,31500,103927,,,2018-10-31 11:18:29,5,Suranji Shashika
Created,133,23,1,P/S/10/18/23/00001,2018-10-30 11:09,9500,103885,,,2018-10-31 11:21:57,5,Suranji Shashika
Created,134,23,1,P/S/10/18/23/00134,2018-10-31 11:09,95000,103907,,,2018-10-31 11:22:36,5,Suranji Shashika
Created,135,22,1,P/S/10/18/22/00098,2018-10-31 11:11,20700,103908,,,2018-10-31 11:23:44,5,Suranji Shashika
Created,136,7,1,P/S/10/18/7/00126,2018-08-01 11:20,34250,098363,,,2018-10-31 11:32:59,5,Suranji Shashika
Created,137,6,1,P/S/10/18/6/00001,2018-10-31 11:21,29566.50,103906,,,2018-10-31 11:33:58,5,Suranji Shashika
Created,138,3,2,P/S/11/18/3/00114,2018-11-03 10:15,1750,,,,2018-11-03 10:15:30,5,Suranji Shashika
Created,139,7,2,P/S/11/18/7/00137,2018-11-03 10:16,2200,,,,2018-11-03 10:17:00,5,Suranji Shashika
Created,140,55,2,P/S/11/18/55/00001,2018-11-03 10:17,3500,,,,2018-11-03 10:17:45,5,Suranji Shashika
Created,141,7,1,P/S/11/18/7/00140,2018-11-03 10:18,93000,103933,,,2018-11-03 10:18:34,5,Suranji Shashika
Created,142,8,2,P/S/11/18/8/00124,2018-11-05 15:27,3500,,,,2018-11-05 15:27:30,5,Suranji Shashika
Created,143,57,2,P/S/11/18/57/00001,2018-11-15 13:14,180,,,,2018-11-15 13:14:55,38,Shenali
Created,144,8,2,P/S/11/18/8/00143,2018-11-15 13:17,1264,,,,2018-11-15 13:18:41,38,Shenali
Created,145,51,2,P/S/11/18/51/00130,2018-11-15 13:28,1100,,,,2018-11-15 13:28:18,38,Shenali
Created,146,56,2,P/S/11/18/56/00001,2018-11-15 13:28,1300,,,,2018-11-15 13:28:45,38,Shenali
Created,147,63,2,P/S/11/18/63/00001,2018-11-15 13:33,513,,,,2018-11-15 13:33:28,38,Shenali
Created,148,62,2,P/S/11/18/62/00001,2018-11-15 13:34,250,,,,2018-11-15 13:34:17,38,Shenali
Created,149,11,2,P/S/11/18/11/00004,2018-11-15 13:34,1020,,,,2018-11-15 13:34:51,38,Shenali
Created,150,60,2,P/S/11/18/60/00001,2018-11-15 13:35,45,,,,2018-11-15 13:35:22,38,Shenali
Created,151,11,2,P/S/11/18/11/00150,2018-11-15 13:36,650,,,,2018-11-15 13:36:09,38,Shenali
Created,152,59,2,P/S/11/18/59/00001,2018-11-15 13:36,1680,,,,2018-11-15 13:36:42,38,Shenali
Created,153,58,2,P/S/11/18/58/00001,2018-11-15 13:37,60,,,,2018-11-15 13:37:13,38,Shenali
Created,154,61,2,P/S/11/18/61/00001,2018-11-15 13:37,950,,,,2018-11-15 13:37:47,38,Shenali
Created,155,42,2,P/S/11/18/42/00045,2018-11-15 13:39,4550,,,,2018-11-15 13:39:13,38,Shenali
Created,156,8,2,P/S/11/18/8/00145,2018-11-23 17:01,1264,,,,2018-11-23 17:01:11,38,Shenali
Created,157,8,2,P/S/11/18/8/00157,2018-11-23 17:01,950,,,,2018-11-23 17:01:40,38,Shenali
Created,158,8,2,P/S/11/18/8/00158,2018-11-23 17:02,3200,,,,2018-11-23 17:02:14,38,Shenali
Created,159,67,2,P/S/11/18/67/00001,2018-11-23 17:02,1250,,,,2018-11-23 17:02:49,38,Shenali
Created,160,1,2,P/S/11/18/1/00128,2018-11-23 17:03,120,,,,2018-11-23 17:03:37,38,Shenali
Created,161,39,1,P/S/11/18/39/00133,2018-11-23 17:04,35900,107857,,,2018-11-23 17:04:30,38,Shenali
